Industry_code_NZSIOC,Value
LL111,310
LL111,32
LL111,813
LL111,500
LL111,C
LL111,0
LL111,1496
LL111,61
LL111,188
LL111,270
LL111,554
LL111,13557
LL111,5033
LL111,6000
LL111,1641
LL111,539
LL111,2524
LL111,13557
LL111,4882
LL111,3265
LL111,5410
LL111,358500
LL111,53900
LL111,154
LL111,146
LL111,11
LL111,4
LL111,36
LL112,763
LL112,682
LL112,50
LL112,C
LL112,C
LL112,468
LL112,51
LL112,2
LL112,23
LL112,103
LL112,0
LL112,0
LL112,279
LL112,11
LL112,8
LL112,12
LL112,297
LL112,3577
LL112,1190
LL112,344
LL112,74
LL112,35
LL112,2042
LL112,3577
LL112,1892
LL112,608
LL112,1076
LL112,601000
LL112,234400
LL112,196
LL112,194
LL112,16
LL112,8
LL112,53
LL11,4445
LL11,3983
LL11,301
LL11,C
LL11,C
LL11,3679
LL11,361
LL11,33
LL11,836
LL11,603
LL11,C
LL11,0
LL11,1775
LL11,72
LL11,196
LL11,282
LL11,851
LL11,17134
LL11,6223
LL11,6344
LL11,1715
LL11,574
LL11,4566
LL11,17134
LL11,6775
LL11,3873
LL11,6486
LL11,385200
LL11,73800
LL11,161
LL11,153
LL11,13
LL11,5
LL11,40
LL122,16022
LL122,13516
LL122,751
LL122,C
LL122,C
LL122,9729
LL122,3116
LL122,524
LL122,797
LL122,418
LL122,1
LL122,0
LL122,4424
LL122,450
LL122,2990
LL122,2823
LL122,6126
LL122,164664
LL122,19909
LL122,124985
LL122,9821
LL122,6591
LL122,19770
LL122,164664
LL122,71873
LL122,29293
LL122,63498
LL122,3109400
LL122,1188900
LL122,68
LL122,58
LL122,9
LL122,4
LL122,44
LL123,3328
LL123,3236
LL123,34
LL123,0
LL123,59
LL123,2734
LL123,41
LL123,14
LL123,57
LL123,546
LL123,0
LL123,1016
LL123,1032
LL123,29
LL123,12
LL123,14
LL123,596
LL123,2771
LL123,955
LL123,1161
LL123,258
LL123,135
LL123,655
LL123,2771
LL123,1448
LL123,765
LL123,558
LL123,360500
LL123,64500
LL123,125
LL123,123
LL123,41
LL123,22
LL123,52
LL12,19351
LL12,16751
LL12,785
LL12,C
LL12,C
LL12,12463
LL12,3157
LL12,538
LL12,854
LL12,964
LL12,1
LL12,1016
LL12,5456
LL12,479
LL12,3003
LL12,2837
LL12,6722
LL12,167435
LL12,20864
LL12,126146
LL12,10078
LL12,6726
LL12,20425
LL12,167435
LL12,73321
LL12,30058
LL12,64056
LL12,1345200
LL12,467300
LL12,69
LL12,60
LL12,9
LL12,4
LL12,44
LL,23795
LL,20734
LL,1086
LL,34
LL,1941
LL,16142
LL,3518
LL,571
LL,1690
LL,1566
LL,C
LL,1016
LL,7230
LL,551
LL,3199
LL,3119
LL,7573
LL,184568
LL,27087
LL,132490
LL,11793
LL,7300
LL,24991
LL,184568
LL,80096
LL,33931
LL,70542
LL,917900
LL,292100
LL,80
LL,71
LL,9
LL,4
LL,43
MN111,7663
MN111,7391
MN111,89
MN111,121
MN111,62
MN111,6944
MN111,72
MN111,24
MN111,147
MN111,2913
MN111,3
MN111,3704
MN111,84
MN111,195
MN111,212
MN111,737
MN111,4363
MN111,2654
MN111,760
MN111,279
MN111,69
MN111,949
MN111,4363
MN111,1960
MN111,1879
MN111,524
MN111,233900
MN111,22500
MN111,141
MN111,130
MN111,38
MN111,17
MN111,45
MN112,5555
MN112,5505
MN112,C
MN112,C
MN112,23
MN112,4039
MN112,76
MN112,13
MN112,97
MN112,2089
MN112,1
MN112,1651
MN112,112
MN112,67
MN112,89
MN112,1539
MN112,2923
MN112,1595
MN112,469
MN112,159
MN112,53
MN112,859
MN112,2923
MN112,1267
MN112,1006
MN112,650
MN112,182300
MN112,50500
MN112,159
MN112,150
MN112,121
MN112,53
MN112,43
MN113,10104
MN113,8054
MN113,1712
MN113,73
MN113,265
MN113,8450
MN113,653
MN113,27
MN113,238
MN113,2874
MN113,5
MN113,4464
MN113,195
MN113,119
MN113,156
MN113,1691
MN113,42135
MN113,18122
MN113,2194
MN113,592
MN113,281
MN113,21819
MN113,42135
MN113,15695
MN113,17473
MN113,8967
MN113,322100
MN113,53900
MN113,104
MN113,103
MN113,11
MN113,4
MN113,37
MN114,1262
MN114,1246
MN114,C
MN114,C
MN114,5
MN114,1107
MN114,12
MN114,4
MN114,31
MN114,360
MN114,0
MN114,692
MN114,9
MN114,59
MN114,58
MN114,154
MN114,714
MN114,318
MN114,221
MN114,46
MN114,20
MN114,175
MN114,714
MN114,311
MN114,243
MN114,160
MN114,195400
MN114,23900
MN114,131
MN114,107
MN114,50
MN114,22
MN114,44
MN115,6682
MN115,6591
MN115,46
MN115,14
MN115,31
MN115,5986
MN115,29
MN115,14
MN115,138
MN115,2576
MN115,6
MN115,3176
MN115,54
MN115,40
MN115,45
MN115,701
MN115,3910
MN115,2770
MN115,370
MN115,161
MN115,54
MN115,769
MN115,3910
MN115,1617
MN115,1884
MN115,409
MN115,253200
MN115,26600
MN115,147
MN115,145
MN115,43
MN115,18
MN115,41
MN11,31265
MN11,28788
MN11,1874
MN11,218
MN11,385
MN11,26526
MN11,842
MN11,81
MN11,652
MN11,10811
MN11,15
MN11,13686
MN11,455
MN11,479
MN11,561
MN11,4822
MN11,54044
MN11,25460
MN11,4014
MN11,1237
MN11,477
MN11,24571
MN11,54044
MN11,20850
MN11,22485
MN11,10710
MN11,245300
MN11,37800
MN11,113
MN11,111
MN11,23
MN11,9
MN11,39
MN211,739
MN211,721
MN211,13
MN211,C
MN211,C
MN211,695
MN211,4
MN211,3
MN211,17
MN211,324
MN211,0
MN211,343
MN211,4
MN211,2
MN211,2
MN211,44
MN211,793
MN211,592
MN211,86
MN211,24
MN211,4
MN211,116
MN211,793
MN211,186
MN211,543
MN211,64
MN211,119700
MN211,7200
MN211,109
MN211,109
MN211,24
MN211,6
MN211,23
MN212,5079
MN212,4791
MN212,180
MN212,41
MN212,66
MN212,4723
MN212,73
MN212,11
MN212,84
MN212,1898
MN212,5
MN212,2490
MN212,167
MN212,40
MN212,48
MN212,363
MN212,4409
MN212,1939
MN212,1100
MN212,333
MN212,139
MN212,1370
MN212,4409
MN212,2034
MN212,1469
MN212,905
MN212,90400
MN212,6500
MN212,132
MN212,129
MN212,18
MN212,8
MN212,46
MN213,2650
MN213,2627
MN213,12
MN213,C
MN213,C
MN213,2447
MN213,34
MN213,9
MN213,86
MN213,973
MN213,0
MN213,1323
MN213,22
MN213,55
MN213,59
MN213,207
MN213,1932
MN213,699
MN213,855
MN213,183
MN213,102
MN213,378
MN213,1932
MN213,736
MN213,588
MN213,608
MN213,77400
MN213,6100
MN213,119
MN213,109
MN213,28
MN213,11
MN213,38
MN21,8468
MN21,8140
MN21,204
MN21,43
MN21,81
MN21,7865
MN21,111
MN21,22
MN21,188
MN21,3195
MN21,6
MN21,4155
MN21,193
MN21,97
MN21,109
MN21,615
MN21,7134
MN21,3229
MN21,2041
MN21,541
MN21,245
MN21,1864
MN21,7134
MN21,2956
MN21,2600
MN21,1577
MN21,87700
MN21,6400
MN21,124
MN21,120
MN21,21
MN21,9
MN21,41
MN,39733
MN,36928
MN,2079
MN,261
MN,466
MN,34391
MN,953
MN,103
MN,839
MN,14006
MN,21
MN,17842
MN,648
MN,576
MN,670
MN,5436
MN,61178
MN,28689
MN,6055
MN,1777
MN,722
MN,26434
MN,61178
MN,23806
MN,25085
MN,12287
MN,177400
MN,24300
MN,114
MN,112
MN,23
MN,9
MN,39
OO213,1047
OO213,1029
OO213,10
OO213,1
OO213,7
OO213,970
OO213,14
OO213,7
OO213,36
OO213,481
OO213,0
OO213,430
OO213,3
OO213,13
OO213,14
OO213,78
OO213,690
OO213,324
OO213,151
OO213,40
OO213,13
OO213,214
OO213,690
OO213,250
OO213,248
OO213,192
OO213,131
OO213,125
OO213,31
OO213,11
OO213,36
OO21,1047
OO21,1029
OO21,10
OO21,1
OO21,7
OO21,970
OO21,14
OO21,7
OO21,36
OO21,481
OO21,0
OO21,430
OO21,3
OO21,13
OO21,14
OO21,78
OO21,690
OO21,324
OO21,151
OO21,40
OO21,13
OO21,214
OO21,690
OO21,250
OO21,248
OO21,192
OO21,131
OO21,125
OO21,31
OO21,11
OO21,36
OO,1047
OO,1029
OO,10
OO,1
OO,7
OO,970
OO,14
OO,7
OO,36
OO,481
OO,0
OO,430
OO,3
OO,13
OO,14
OO,78
OO,690
OO,324
OO,151
OO,40
OO,13
OO,214
OO,690
OO,250
OO,248
OO,192
OO,131
OO,125
OO,31
OO,11
OO,36
PP111,1021
PP111,57
PP111,960
PP111,3
PP111,947
PP111,15
PP111,6
PP111,29
PP111,624
PP111,0
PP111,270
PP111,3
PP111,C
PP111,C
PP111,74
PP111,925
PP111,310
PP111,484
PP111,54
PP111,4
PP111,131
PP111,925
PP111,449
PP111,329
PP111,147
PP111,94
PP111,C
PP111,16
PP111,8
PP111,49
PP112,591
PP112,34
PP112,552
PP112,6
PP112,548
PP112,10
PP112,0
PP112,32
PP112,291
PP112,0
PP112,214
PP112,0
PP112,1
PP112,1
PP112,44
PP112,1692
PP112,C
PP112,1012
PP112,160
PP112,2
PP112,C
PP112,1692
PP112,1395
PP112,181
PP112,116
PP112,C
PP112,C
PP112,3
PP112,3
PP112,82
PP113,722
PP113,26
PP113,690
PP113,5
PP113,659
PP113,4
PP113,2
PP113,18
PP113,308
PP113,1
PP113,321
PP113,5
PP113,0
PP113,0
PP113,63
PP113,533
PP113,286
PP113,152
PP113,71
PP113,9
PP113,95
PP113,533
PP113,259
PP113,222
PP113,52
PP113,129
PP113,129
PP113,24
PP113,12
PP113,49
PP114,1191
PP114,79
PP114,1107
PP114,5
PP114,1093
PP114,13
PP114,4
PP114,36
PP114,457
PP114,1
PP114,577
PP114,6
PP114,C
PP114,C
PP114,98
PP114,1029
PP114,C
PP114,409
PP114,48
PP114,13
PP114,C
PP114,1029
PP114,599
PP114,350
PP114,80
PP114,C
PP114,C
PP114,16
PP114,10
PP114,58
PP,3524
PP,196
PP,3309
PP,19
PP,3246
PP,42
PP,13
PP,115
PP,1680
PP,2
PP,1382
PP,15
PP,11
PP,11
PP,278
PP,4179
PP,1242
PP,2057
PP,334
PP,29
PP,879
PP,4179
PP,2702
PP,1082
PP,395
PP,115
PP,114
PP,10
PP,7
PP,65
QQ111,909
QQ111,21
QQ111,880
QQ111,8
QQ111,852
QQ111,8
QQ111,5
QQ111,54
QQ111,346
QQ111,0
QQ111,429
QQ111,11
QQ111,19
QQ111,17
QQ111,55
QQ111,1178
QQ111,336
QQ111,731
QQ111,144
QQ111,10
QQ111,112
QQ111,1178
QQ111,872
QQ111,149
QQ111,158
QQ111,226
QQ111,215
QQ111,6
QQ111,5
QQ111,74
QQ112,8245
QQ112,202
QQ112,8021
QQ112,22
QQ112,7119
QQ112,145
QQ112,20
QQ112,198
QQ112,2865
QQ112,1
QQ112,3785
QQ112,106
QQ112,10
QQ112,9
QQ112,1125
QQ112,4803
QQ112,1925
QQ112,1398
QQ112,395
QQ112,110
QQ112,1480
QQ112,4803
QQ112,2426
QQ112,1714
QQ112,664
QQ112,112
QQ112,112
QQ112,46
QQ112,23
QQ112,51
QQ113,4800
QQ113,371
QQ113,4208
QQ113,221
QQ113,4351
QQ113,107
QQ113,34
QQ113,128
QQ113,2447
QQ113,1
QQ113,1614
QQ113,21
QQ113,14
QQ113,14
QQ113,449
QQ113,9241
QQ113,1528
QQ113,3747
QQ113,434
QQ113,95
QQ113,3966
QQ113,9241
QQ113,4631
QQ113,2015
QQ113,2594
QQ113,76
QQ113,75
QQ113,10
QQ113,5
QQ113,50
QQ,13954
QQ,594
QQ,13109
QQ,251
QQ,12322
QQ,260
QQ,58
QQ,380
QQ,5659
QQ,2
QQ,5828
QQ,138
QQ,42
QQ,39
QQ,1628
QQ,15222
QQ,3789
QQ,5875
QQ,972
QQ,215
QQ,5558
QQ,15222
QQ,7929
QQ,3877
QQ,3416
QQ,98
QQ,97
QQ,21
QQ,11
QQ,52
RS111,714
RS111,614
RS111,75
RS111,25
RS111,658
RS111,7
RS111,4
RS111,47
RS111,203
RS111,0
RS111,373
RS111,26
RS111,11
RS111,13
RS111,57
RS111,2467
RS111,C
RS111,1850
RS111,53
RS111,45
RS111,C
RS111,2467
RS111,2100
RS111,243
RS111,124
RS111,153600
RS111,12200
RS111,C
RS111,C
RS111,3
RS111,2
RS111,85
RS112,2564
RS112,1809
RS112,701
RS112,54
RS112,2454
RS112,C
RS112,14
RS112,192
RS112,709
RS112,0
RS112,1448
RS112,C
RS112,50
RS112,50
RS112,110
RS112,4807
RS112,1012
RS112,3147
RS112,312
RS112,98
RS112,648
RS112,4807
RS112,3076
RS112,988
RS112,743
RS112,117500
RS112,5000
RS112,102
RS112,97
RS112,4
RS112,2
RS112,64
RS113,3557
RS113,3530
RS113,10
RS113,16
RS113,2985
RS113,C
RS113,178
RS113,116
RS113,268
RS113,C
RS113,2146
RS113,C
RS113,10
RS113,11
RS113,574
RS113,1463
RS113,C
RS113,971
RS113,138
RS113,28
RS113,C
RS113,1463
RS113,816
RS113,538
RS113,110
RS113,630800
RS113,101800
RS113,C
RS113,C
RS113,70
RS113,39
RS113,56
RS11,6835
RS11,5954
RS11,786
RS11,95
RS11,6097
RS11,303
RS11,195
RS11,354
RS11,1180
RS11,C
RS11,3967
RS11,97
RS11,71
RS11,73
RS11,740
RS11,8738
RS11,1900
RS11,5968
RS11,503
RS11,171
RS11,870
RS11,8738
RS11,5992
RS11,1768
RS11,977
RS11,212800
RS11,23100
RS11,107
RS11,103
RS11,12
RS11,8
RS11,69
RS211,4576
RS211,4551
RS211,9
RS211,17
RS211,4240
RS211,44
RS211,21
RS211,88
RS211,1246
RS211,0
RS211,2829
RS211,12
RS211,251
RS211,259
RS211,344
RS211,2093
RS211,1122
RS211,672
RS211,165
RS211,80
RS211,298
RS211,2093
RS211,726
RS211,871
RS211,496
RS211,184600
RS211,13900
RS211,129
RS211,99
RS211,47
RS211,16
RS211,35
RS212,1722
RS212,1708
RS212,4
RS212,10
RS212,1551
RS212,28
RS212,12
RS212,68
RS212,572
RS212,0
RS212,861
RS212,9
RS212,50
RS212,48
RS212,170
RS212,1231
RS212,361
RS212,560
RS212,138
RS212,73
RS212,309
RS212,1231
RS212,412
RS212,380
RS212,439
RS212,103400
RS212,10200
RS212,95
RS212,82
RS212,41
RS212,14
RS212,33
RS214,2416
RS214,1301
RS214,903
RS214,212
RS214,2120
RS214,242
RS214,4
RS214,53
RS214,671
RS214,C
RS214,1118
RS214,31
RS214,14
RS214,14
RS214,296
RS214,7484
RS214,2772
RS214,1385
RS214,46
RS214,9
RS214,3327
RS214,7484
RS214,6489
RS214,919
RS214,75
RS214,178300
RS214,21900
RS214,302
RS214,300
RS214,5
RS214,4
RS214,87
RS21,8715
RS21,7560
RS21,916
RS21,238
RS21,7910
RS21,314
RS21,38
RS21,210
RS21,2489
RS21,C
RS21,4808
RS21,51
RS21,315
RS21,321
RS21,811
RS21,10807
RS21,4255
RS21,2617
RS21,348
RS21,162
RS21,3934
RS21,10807
RS21,7628
RS21,2170
RS21,1009
RS21,156300
RS21,14500
RS21,196
RS21,181
RS21,11
RS21,7
RS21,71
RS,15550
RS,13514
RS,1702
RS,334
RS,14008
RS,617
RS,233
RS,564
RS,3669
RS,5
RS,8776
RS,149
RS,386
RS,395
RS,1551
RS,19544
RS,6155
RS,8585
RS,852
RS,333
RS,4804
RS,19544
RS,13620
RS,3938
RS,1986
RS,177000
RS,17700
RS,156
RS,146
RS,11
RS,8
RS,70
ZZ11,42829
ZZ11,2919
ZZ11,39415
ZZ11,247
ZZ11,1
ZZ11,246
ZZ11,42792
ZZ11,486
ZZ11,97
ZZ11,852
ZZ11,4050
ZZ11,10
ZZ11,1740
ZZ11,35232
ZZ11,335
ZZ11,4133
ZZ11,4493
ZZ11,397
ZZ11,25227
ZZ11,10174
ZZ11,9028
ZZ11,1418
ZZ11,340
ZZ11,6025
ZZ11,25227
ZZ11,11098
ZZ11,11306
ZZ11,2823
ZZ11,612200
ZZ11,5700
ZZ11,90
ZZ11,50
ZZ11,40
ZZ11,4
ZZ11,2
ZZ11,44
KK111,30848
KK111,2915
KK111,26898
KK111,0
KK111,1035
KK111,23693
KK111,16953
KK111,C
KK111,404
KK111,2559
KK111,33
KK111,C
KK111,2904
KK111,819
KK111,5
KK111,6
KK111,7156
KK111,590213
KK111,181472
KK111,973
KK111,366
KK111,99
KK111,407767
KK111,590213
KK111,44972
KK111,345053
KK111,200187
KK111,1017800
KK111,236100
KK111,53
KK111,53
KK111,16
KK111,1
KK111,8
KK112,23915
KK112,1900
KK112,16169
KK112,6
KK112,5841
KK112,8767
KK112,5002
KK112,C
KK112,97
KK112,365
KK112,1
KK112,C
KK112,1594
KK112,1659
KK112,63
KK112,60
KK112,15145
KK112,307130
KK112,69061
KK112,8385
KK112,1288
KK112,749
KK112,229684
KK112,307130
KK112,143504
KK112,79136
KK112,84490
KK112,6370900
KK112,4034500
KK112,87
KK112,87
KK112,11
KK112,5
KK112,47
KK11,54763
KK11,4815
KK11,43067
KK11,6
KK11,6876
KK11,32460
KK11,21955
KK11,50
KK11,500
KK11,2923
KK11,34
KK11,55
KK11,4498
KK11,2478
KK11,68
KK11,65
KK11,22301
KK11,897343
KK11,250533
KK11,9358
KK11,1655
KK11,848
KK11,637452
KK11,897343
KK11,188476
KK11,424189
KK11,284677
KK11,1607700
KK11,654700
KK11,59
KK11,59
KK11,12
KK11,2
KK11,21
KK121,3282
KK121,2146
KK121,389
KK121,0
KK121,746
KK121,2702
KK121,C
KK121,C
KK121,13
KK121,98
KK121,C
KK121,306
KK121,1840
KK121,443
KK121,0
KK121,0
KK121,580
KK121,12860
KK121,12860
KK121,3755
KK121,3487900
KK121,616100
KK121,15
KK121,5
KK121,29
KK122,5892
KK122,5348
KK122,362
KK122,0
KK122,182
KK122,5446
KK122,C
KK122,C
KK122,45
KK122,700
KK122,C
KK122,197
KK122,4377
KK122,104
KK122,0
KK122,0
KK122,446
KK122,19651
KK122,19651
KK122,3991
KK122,740800
KK122,56000
KK122,11
KK122,2
KK122,20
KK12,9174
KK12,7494
KK12,751
KK12,0
KK12,929
KK12,8148
KK12,14
KK12,13
KK12,58
KK12,799
KK12,8
KK12,502
KK12,6217
KK12,546
KK12,0
KK12,0
KK12,1025
KK12,32511
KK12,32511
KK12,7746
KK12,1031300
KK12,115300
KK12,13
KK12,3
KK12,24
KK131,4944
KK131,4127
KK131,586
KK131,9
KK131,223
KK131,3719
KK131,187
KK131,14
KK131,95
KK131,1439
KK131,7
KK131,24
KK131,1884
KK131,76
KK131,31
KK131,30
KK131,1225
KK131,11090
KK131,11090
KK131,4775
KK131,340000
KK131,84200
KK131,26
KK131,11
KK131,43
KK13,4944
KK13,4127
KK13,586
KK13,9
KK13,223
KK13,3719
KK13,187
KK13,14
KK13,95
KK13,1439
KK13,7
KK13,24
KK13,1884
KK13,76
KK13,31
KK13,30
KK13,1225
KK13,11090
KK13,11090
KK13,4775
KK13,340000
KK13,84200
KK13,26
KK13,11
KK13,43
KK,68881
KK,16435
KK,44403
KK,15
KK,8028
KK,44327
KK,22156
KK,77
KK,653
KK,5161
KK,50
KK,581
KK,12599
KK,3101
KK,99
KK,96
KK,24551
KK,940943
KK,272101
KK,10080
KK,1871
KK,932
KK,658762
KK,940943
KK,200997
KK,443573
KK,296373
KK,1197900
KK,427000
KK,61
KK,61
KK,12
KK,3
KK,21
